,index,player,team,type,shot_outcome,shot_body_part,shot_type,location,shot_statsbomb_xg
1607,3211,Marcus Berg,Sweden,Shot,Saved,Right Foot,Open Play,"[106.0, 40.0]",0.37163213
1608,3212,Jérôme Boateng,Germany,Shot,Blocked,Left Foot,Open Play,"[97.0, 53.0]",0.024006378
1609,3213,Marcus Berg,Sweden,Shot,Blocked,Right Foot,Open Play,"[105.0, 43.0]",0.07109924
1610,3214,Sebastian Rudy,Germany,Shot,Blocked,Right Foot,Open Play,"[92.0, 42.0]",0.028765226
1611,3215,Ola Toivonen,Sweden,Shot,Goal,Right Foot,Open Play,"[112.0, 48.0]",0.11636221
1612,3216,İlkay Gündoğan,Germany,Shot,Saved,Right Foot,Open Play,"[94.0, 28.0]",0.023594707
1613,3217,Jérôme Boateng,Germany,Shot,Off T,Left Foot,Open Play,"[96.0, 62.0]",0.01903722
1614,3218,Marcus Berg,Sweden,Shot,Saved,Head,Open Play,"[107.0, 47.0]",0.022954088
1615,3219,Marco Reus,Germany,Shot,Goal,Left Foot,Open Play,"[112.0, 40.0]",0.16247162
1616,3220,Toni Kroos,Germany,Shot,Blocked,Right Foot,Open Play,"[101.0, 29.0]",0.017973144
1617,3221,Thomas Müller,Germany,Shot,Off T,Head,Open Play,"[111.0, 54.0]",0.025699561
1618,3222,Jonas Hector,Germany,Shot,Saved,Left Foot,Open Play,"[112.0, 30.0]",0.0881194
1619,3223,Toni Kroos,Germany,Shot,Blocked,Left Foot,Open Play,"[105.0, 29.0]",0.06656701
1620,3224,Toni Kroos,Germany,Shot,Blocked,Right Foot,Open Play,"[93.0, 38.0]",0.016933931
1621,3225,Marco Reus,Germany,Shot,Blocked,Right Foot,Open Play,"[106.0, 22.0]",0.016813735
1622,3226,Toni Kroos,Germany,Shot,Wayward,Right Foot,Open Play,"[105.0, 26.0]",0.025921663
1623,3227,Emil Forsberg,Sweden,Shot,Saved,Left Foot,Open Play,"[98.0, 20.0]",0.011906222
1624,3228,Timo Werner,Germany,Shot,Off T,Right Foot,Open Play,"[109.0, 49.0]",0.15861104
1625,3229,Andreas Granqvist,Sweden,Shot,Saved,Head,Open Play,"[110.0, 45.0]",0.03686343
1626,3230,Mario Gómez García,Germany,Shot,Saved,Head,Open Play,"[111.0, 40.0]",0.07766268
1627,3232,John Guidetti,Sweden,Shot,Saved,Right Foot,Open Play,"[107.0, 59.0]",0.01691968
1628,3233,Toni Kroos,Germany,Shot,Goal,Right Foot,Open Play,"[111.0, 20.0]",0.025825093
1629,3350,Granit Xhaka,Switzerland,Shot,Off T,Left Foot,Open Play,"[84.0, 51.0]",0.0073960517
1630,3351,Aleksandar Mitrović,Serbia,Shot,Saved,Head,Open Play,"[114.0, 38.0]",0.19096097
1631,3352,Filip Kostić,Serbia,Shot,Wayward,Left Foot,Open Play,"[108.0, 37.0]",0.07240391
1632,3353,Aleksandar Mitrović,Serbia,Shot,Goal,Head,Open Play,"[115.0, 39.0]",0.24807788
1633,3354,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[95.0, 58.0]",0.009581855
1634,3355,Blerim Džemaili,Switzerland,Shot,Off T,Left Foot,Open Play,"[111.0, 38.0]",0.12870406
1635,3356,Aleksandar Mitrović,Serbia,Shot,Off T,Head,Open Play,"[104.0, 33.0]",0.024992686
1636,3357,Sergej Milinković-Savić,Serbia,Shot,Off T,Right Foot,Open Play,"[100.0, 52.0]",0.034908324
1637,3358,Aleksandar Mitrović,Serbia,Shot,Off T,Right Foot,Open Play,"[104.0, 32.0]",0.02208598
1638,3359,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[100.0, 41.0]",0.053169806
1639,3360,Stephan Lichtsteiner,Switzerland,Shot,Blocked,Right Foot,Open Play,"[97.0, 51.0]",0.02156158
1640,3361,Manuel Obafemi Akanji,Switzerland,Shot,Off T,Head,Open Play,"[113.0, 37.0]",0.06605975
1641,3362,Blerim Džemaili,Switzerland,Shot,Saved,Right Foot,Open Play,"[111.0, 39.0]",0.24593273
1642,3363,Fabian Lukas Schär,Switzerland,Shot,Off T,Head,Open Play,"[113.0, 44.0]",0.040317886
1643,3364,Dušan Tadić,Serbia,Shot,Saved,Right Foot,Open Play,"[99.0, 49.0]",0.011167105
1644,3365,Aleksandar Mitrović,Serbia,Shot,Off T,Head,Open Play,"[109.0, 43.0]",0.036103643
1645,3366,Nemanja Matić,Serbia,Shot,Off T,Other,Open Play,"[118.0, 32.0]",0.039090183
1646,3367,Dušan Tadić,Serbia,Shot,Off T,Left Foot,Open Play,"[100.0, 49.0]",0.08247225
1647,3368,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Wayward,Right Foot,Open Play,"[98.0, 18.0]",0.026318658
1648,3369,Aleksandar Mitrović,Serbia,Shot,Off T,Head,Open Play,"[114.0, 43.0]",0.085099824
1649,3370,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[106.0, 55.0]",0.067735694
1650,3371,Granit Xhaka,Switzerland,Shot,Goal,Left Foot,Open Play,"[95.0, 22.0]",0.025094373
1651,3373,Adem Ljajić,Serbia,Shot,Blocked,Right Foot,Open Play,"[104.0, 29.0]",0.030392764
1652,3374,Breel-Donald Embolo,Switzerland,Shot,Saved,Right Foot,Open Play,"[86.0, 40.0]",0.018965486
1653,3375,Xherdan Shaqiri,Switzerland,Shot,Off T,Left Foot,Open Play,"[86.0, 36.0]",0.021150429
1654,3376,Mario Gavranović,Switzerland,Shot,Saved,Right Foot,Open Play,"[110.0, 43.0]",0.23736155
1655,3377,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Blocked,Left Foot,Free Kick,"[94.0, 30.0]",0.068923414
1656,3378,Manuel Obafemi Akanji,Switzerland,Shot,Blocked,Left Foot,Open Play,"[108.0, 37.0]",0.05803199
1657,3379,Xherdan Shaqiri,Switzerland,Shot,Goal,Left Foot,Open Play,"[111.0, 31.0]",0.27450573
1658,3380,Xherdan Shaqiri,Switzerland,Shot,Off T,Left Foot,Open Play,"[99.0, 33.0]",0.044802416
1659,3298,Jesse Lingard,England,Shot,Saved,Right Foot,Open Play,"[113.0, 39.0]",0.39378345
1660,3299,Harry Maguire,England,Shot,Off T,Head,Open Play,"[108.0, 41.0]",0.02961977
1661,3300,Harry Kane,England,Shot,Blocked,Right Foot,Open Play,"[97.0, 36.0]",0.036681008
1662,3301,John Stones,England,Shot,Saved,Head,Open Play,"[112.0, 47.0]",0.052105304
1663,3302,Harry Kane,England,Shot,Goal,Right Foot,Open Play,"[116.0, 46.0]",0.24012212
1664,3303,Jordan Brian Henderson,England,Shot,Saved,Right Foot,Open Play,"[94.0, 48.0]",0.01864315
1665,3304,Naïm Sliti,Tunisia,Shot,Off T,Right Foot,Open Play,"[91.0, 21.0]",0.018489435
1666,3305,Jesse Lingard,England,Shot,Off T,Right Foot,Open Play,"[116.0, 50.0]",0.15409201
1667,3306,Ferjani Sassi,Tunisia,Shot,Blocked,Right Foot,Open Play,"[98.0, 46.0]",0.030076278
1668,3307,Fakhreddine Ben Youssef,Tunisia,Shot,Wayward,Head,Open Play,"[108.0, 36.0]",0.02704481
1669,3308,Harry Maguire,England,Shot,Saved,Head,Open Play,"[111.0, 58.0]",0.0075164693
1670,3309,Ferjani Sassi,Tunisia,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
1671,3310,Bamidele Alli,England,Shot,Blocked,Head,Open Play,"[118.0, 47.0]",0.086920045
1672,3311,Raheem Shaquille Sterling,England,Shot,Wayward,Right Foot,Open Play,"[117.0, 37.0]",0.2892481
1673,3312,John Stones,England,Shot,Wayward,Left Foot,Open Play,"[114.0, 39.0]",0.35615966
1674,3313,Jesse Lingard,England,Shot,Blocked,Left Foot,Open Play,"[106.0, 41.0]",0.13873914
1675,3315,Bamidele Alli,England,Shot,Saved,Head,Open Play,"[112.0, 40.0]",0.05535741
1676,3316,John Stones,England,Shot,Wayward,Head,Open Play,"[106.0, 40.0]",0.016941283
1677,3317,Kieran Trippier,England,Shot,Off T,Right Foot,Free Kick,"[93.0, 27.0]",0.060391016
1678,3318,Wahbi Khazri,Tunisia,Shot,Blocked,Right Foot,Open Play,"[106.0, 60.0]",0.027727345
1679,3319,Naïm Sliti,Tunisia,Shot,Off T,Left Foot,Open Play,"[93.0, 43.0]",0.020466503
1680,3320,Ashley Young,England,Shot,Off T,Right Foot,Free Kick,"[96.0, 34.0]",0.08861464
1681,3321,Harry Kane,England,Shot,Goal,Head,Open Play,"[116.0, 36.0]",0.258531
